member_number,ssn,first_name,last_name,dob,address,city,state,zip,phone,join_date,checking_balance,savings_balance
121473,275-87-9660,LARRY,WATKINS,1997-02-03,7446 TORRES GLEN APT. 187,NEW TINA,OH,86946,6122558877,2013-09-18,5446.43,9350.35
790694,394-76-3306,KATHRYN,GRAY,1943-04-05,6996 AMY TURNPIKE SUITE 477,EAST KYLEBURGH,WV,44995,0019388341,2024-10-31,4559.0,46801.26
253659,573-28-7256,KERRI,MCDOWELL,1995-03-21,93367 GIBSON INLET,NORTH MICHELLESIDE,WV,33521,597.611.82,2021-12-04,11601.79,22667.22
773912,386-72-1988,ISAAC,FITZGERALD,1947-04-21,20310 SANDERS HAVEN SUITE 518,THOMASHAVEN,OH,65824,0019979888,2017-06-19,14763.7,29084.89
794876,493-53-1388,SUZANNE,KIRBY,1967-12-07,9239 DAVIS PLAIN,EAST KATHLEEN,WV,88399,466.886.89,2024-05-02,13417.61,45246.2
194726,186-91-4807,JOSE,DAVIS,1990-12-05,765 YESENIA FORK,WEST GREGORY,WV,74275,4959760396,2024-12-12,3553.17,16493.45
553002,260-80-9895,AMY,ROSS,1949-05-08,7621 MATTHEW ROADS SUITE 614,PORT DAVID,PA,97630,383.448.99,2024-06-08,5929.94,42860.35
956244,275-99-2570,LARRY,COMPTON,1941-08-08,1703 MORAN FALLS,PORT TRAVIS,PA,33039,313.942.41,2022-05-08,4085.6,37581.69
546289,727-76-3575,TAYLOR,NASH,1984-06-05,292 AUSTIN COVE SUITE 274,NORTH JEANETTE,WV,11890,850.379.63,2011-12-23,3236.39,16026.92
466871,640-29-8715,RANDY,JACKSON,1945-11-04,0658 MAXWELL MEWS APT. 378,HEATHERMOUTH,OH,61120,3719219993,2020-08-01,4099.74,32508.05
418253,685-98-6812,KAREN,BURNS,1940-05-12,79624 ROGERS MILLS,STACYTOWN,PA,92172,8397878064,2018-09-26,13035.97,8548.25
824051,505-16-8475,JESSICA,COLLIER,1980-06-19,493 ADRIAN STRAVE APT. 268,MASONTOWN,PA,85458,+123745578,2010-11-12,6310.19,14004.9
555296,330-15-1353,WILLIAM,WALKER,1949-10-19,5041 FRANK LOCK SUITE 350,MARYMOUTH,PA,48980,0019738149,2025-02-04,1052.01,49393.06
582357,137-93-2799,BRIAN,NIXON,1943-09-25,5886 WILSON MOUNT,NEW CARRIE,WV,51506,+197983393,2019-04-23,7386.72,31544.13
923012,442-83-7858,ALLISON,REED,1947-12-10,86816 WHITE DIVIDE APT. 507,SOUTH AMY,OH,64790,652.819.98,2013-03-30,869.25,48345.85
803989,141-45-3541,REGINA,DELEON,1988-11-15,672 RICKY ROADS,LOPEZLAND,OH,07916,367.277.86,2018-02-12,10490.6,47955.94
858604,369-85-7299,KRISTIN,KLINE,1955-01-28,3740 MOORE GLENS,SOUTH DAVID,WV,93455,732.348.77,2022-12-14,8962.51,45153.34
514848,132-10-2987,KAREN,MILLER,1949-03-13,63572 MCDONALD VISTA APT. 985,CANNONFURT,OH,87076,0012852007,2019-02-14,1784.48,42050.95
186090,464-74-1352,KRISTEN,DAUGHERTY,1983-06-12,051 JENSEN INLET SUITE 359,BROOKSBURY,PA,38131,9364499610,2023-08-26,7861.05,39091.61
480130,211-59-9341,NICHOLAS,LEONARD,1991-01-06,30027 DEREK TRAIL SUITE 076,GALLAGHERCHESTER,WV,91437,0018382051,2012-12-01,7623.84,45679.11
189893,898-94-5361,SUE,JOHNSON,1962-11-08,06991 DIAZ KEY,PORT BRENDA,PA,87230,5244455652,2025-05-19,13965.13,14874.01
511376,539-98-4234,KYLE,WANG,1952-06-25,176 JASON CENTER APT. 815,SILVASHIRE,PA,05952,405.969.51,2017-05-25,10800.11,10958.92
433242,544-20-4768,JAMES,JOHNSON,1965-02-22,214 ANDERSON MILL,TAYLORSHIRE,OH,31246,7282405218,2021-10-03,891.0,33891.92
407370,638-58-9777,ASHLEY,HERNANDEZ,1967-05-14,858 NGUYEN RIDGE APT. 844,NEW MORGANSIDE,PA,56582,6479192705,2011-01-03,6053.8,15260.56
964907,555-41-2823,KRISTI,ACOSTA,1996-04-14,94461 SMITH COURT APT. 350,FOSTERSTAD,PA,49803,5059059085,2017-11-28,1359.92,34888.24
191470,120-38-8604,JEREMIAH,HERNANDEZ,1978-02-23,352 HEATHER TRAFFICWAY,MORTONTOWN,WV,78159,4026764714,2019-04-23,11699.37,33850.69
607668,594-96-2024,DAVID,WONG,1991-05-28,77381 STACY TURNPIKE,NORTH CHERYL,WV,70918,514.652.37,2023-10-29,9910.94,37831.66
435254,827-67-2020,ZACHARY,BAKER,1950-01-10,5686 HODGES BYPASS SUITE 800,LAKE MICHAELSIDE,PA,75968,+175398157,2017-05-28,10379.94,48641.3
983052,199-30-3060,TAMMY,MARQUEZ,1958-03-17,8815 STEPHANIE GROVES,RUSSELLMOUTH,PA,33601,8718006562,2023-06-12,11429.65,49041.33
107959,887-88-5799,LEE,COOK,1992-06-13,77665 MONTGOMERY CAPE APT. 344,EAST PATRICIA,WV,74038,3628266484,2018-05-07,3860.47,5694.49
897423,692-94-5546,RICHARD,JOSEPH,1976-02-22,533 DOMINIQUE CORNER,NORTH ERICA,WV,26318,6616170278,2017-04-12,5763.33,21539.3
669885,487-47-7390,KAITLIN,PEREZ,1981-10-17,6196 NICOLE KEY,ELIZABETHHAVEN,OH,36331,+193153574,2012-02-28,7404.36,9220.96
336316,590-89-1787,TONY,RUSSELL,1969-06-19,1834 HERNANDEZ CROSSING,NEW BENJAMINMOUTH,OH,34671,6512924152,2020-08-28,11396.24,44483.32
231289,211-53-9086,BRANDON,COLLIER,1984-12-25,144 LEWIS GARDENS SUITE 520,PORT MICHAELVILLE,PA,36688,3165415733,2010-10-30,9067.22,19976.01
792308,609-99-6868,ADAM,RODRIGUEZ,1965-01-18,451 AGUILAR COURTS,BRANDISTAD,PA,43347,+143887368,2018-08-15,5012.14,38294.05
396370,229-46-5881,JOHN,MEYER,1999-10-08,482 REEVES FLAT APT. 990,REILLYPORT,PA,95326,2443503006,2013-04-03,687.97,34761.98
276221,339-19-3714,DANIELLE,GRAY,1988-03-06,2237 MARISSA RIDGE,BRIANBOROUGH,PA,19656,+146085904,2023-07-07,1360.05,19397.5
865416,645-58-6188,SUSAN,ELLIOTT,2000-01-08,1359 PHILLIPS MANOR APT. 600,MOOREVIEW,PA,01952,0013515431,2011-05-03,4532.37,18401.1
192952,301-77-9357,DANIELLE,JUAREZ,1987-01-25,60062 GARY PIKE SUITE 357,NEW DEBBIE,OH,42338,0019456892,2019-12-08,11640.52,48371.72
855208,295-16-5461,STEPHEN,SANDERS,1960-12-28,895 HARRIS FIELD,HENRYCHESTER,OH,45990,0017705310,2018-04-07,12034.28,17882.24
546741,681-52-7350,MAKAYLA,ROGERS,1985-07-22,4988 CHRISTINE PIKE APT. 825,WEST MIKAYLA,OH,28698,3939535215,2016-11-23,11801.22,46542.77
898754,473-10-7869,MELISSA,BENTLEY,1969-01-03,471 ALVAREZ ISLANDS,SNOWTOWN,WV,72006,5107302212,2018-04-11,1080.1,19361.22
490894,861-87-8356,DEREK,HERNANDEZ,1963-09-28,42263 ROBERT SUMMIT APT. 144,JAMESFORT,WV,14447,3043519678,2016-12-08,2185.91,25278.69
443320,741-53-7056,KENNETH,GONZALEZ,1951-06-27,55469 JARED STRAVE SUITE 931,PORT MATTHEWLAND,WV,74893,932.838.15,2023-10-12,1831.01,15845.56
917932,678-62-6268,MARK,MITCHELL,2006-09-28,99986 CAROL LANDING,SOUTH HEATHERCHESTER,PA,65439,0013696999,2014-02-10,12033.76,28646.8
530018,657-81-9302,DONNA,GEORGE,1984-08-14,41551 CHARLES ISLANDS,ESCOBARMOUTH,WV,28123,8337270289,2024-04-20,2159.93,5987.68
574166,463-20-5250,BRIAN,LAMBERT,1967-02-21,9473 GROSS SPUR,KAITLYNLAND,OH,02887,7578710302,2015-02-01,10174.63,13861.52
424713,746-85-7892,JONATHAN,MARTIN,1946-05-20,2125 WILLIAMS DAM APT. 981,LAKE JOSEPHSHIRE,PA,94946,0017992151,2020-01-13,4386.29,24059.54
333587,150-22-3572,JENNIFER,CORDOVA,1986-05-20,4122 TURNER DALE,HEATHERBURY,PA,92167,0014246539,2021-03-19,5453.56,30374.78
687635,749-91-9548,JOSHUA,RICHARDSON,1955-09-24,527 GORDON FALL APT. 918,EAST ELIJAHFURT,OH,51593,2429809702,2023-08-07,1891.95,41280.07
968765,631-87-3101,CRAIG,RIVAS,1961-03-25,75331 BROWN SKYWAY,PAULABURY,OH,65887,+197048604,2011-02-16,6868.34,31199.33
898006,112-18-1018,DANNY,HALL,1955-01-16,25696 WALLACE GLEN,EAST SANDRABURY,WV,09669,6514968394,2016-02-12,1142.71,26356.99
108205,196-52-5062,NICOLE,SMITH,1999-06-21,49131 NICHOLSON ROUTE,JAMESFURT,OH,57137,413.564.63,2018-04-08,8975.05,28228.89
115302,354-70-3009,MANUEL,LOPEZ,1988-04-30,934 KELLY MILL SUITE 583,WEST GREGORY,PA,88191,+177066406,2018-02-21,10033.73,7467.61
336570,257-50-2923,ALAN,POTTS,2000-02-11,63270 DEBRA PORTS,WEST CURTISTOWN,WV,89074,4268963642,2017-11-22,7188.4,12208.15
415956,302-58-2907,WILLIAM,BLACKBURN,1972-04-22,4672 CARLSON LODGE APT. 013,EAST DAVID,OH,81116,0013886217,2015-03-21,14781.49,43632.79
615174,898-68-3796,STEVE,HENDERSON,1947-12-21,038 AGUILAR ISLANDS APT. 606,PORT ERIC,OH,66263,795.461.41,2018-07-06,11712.15,24276.99
465881,775-37-8842,BRANDON,PAYNE,1962-05-17,9030 JUSTIN SUMMIT,DOYLELAND,PA,10770,7027730238,2012-11-27,11272.56,17090.23
442022,609-38-7839,STEPHANIE,MARSHALL,1949-08-08,35823 BARBARA RIVER,CARLOSVILLE,PA,32101,+189997738,2021-04-23,12824.26,20514.91
257088,142-70-5276,IAN,WATKINS,1965-08-26,1444 MORGAN GROVES APT. 062,SOUTH ALLISONPORT,PA,89097,+138439919,2014-02-27,6180.73,43540.66
313104,126-90-1243,DEBORAH,RICHARDS,2007-07-28,811 GARZA GATEWAY,NORTH CONNIE,OH,00671,449.250.44,2014-07-20,8358.67,34998.86
782160,315-84-6537,SARA,HOGAN,1967-06-07,362 RIVAS PIKE SUITE 163,EAST WILLIAM,WV,26166,705.674.10,2013-10-01,8453.86,36279.08
156270,335-23-9095,MICHAEL,LANG,1955-07-11,116 COBB HARBORS SUITE 684,RODRIGUEZBOROUGH,WV,22862,+179031029,2016-05-09,11562.14,30436.1
306219,285-67-2660,DAVID,CANNON,1964-10-20,968 WILLIAM BRIDGE APT. 408,PORT DONALDBURY,OH,44619,4319676602,2018-10-10,14836.61,25345.03
917223,517-43-4869,MELISSA,GONZALEZ,2004-06-28,7705 ALEXANDER VIADUCT,THOMASTOWN,PA,82694,+160248213,2014-02-08,12606.08,1914.99
239773,668-62-6413,JOSHUA,PHILLIPS,1965-07-22,942 HART FORGES SUITE 900,NEW SHANNONHAVEN,PA,94885,0013935345,2023-06-25,8422.48,11211.82
950383,414-52-6606,CHAD,SMITH,1987-05-22,6846 HOGAN PLAIN,PORT DANIELLE,PA,04558,+188742848,2011-06-07,7730.5,46296.65
945822,105-81-3866,MITCHELL,THOMAS,2002-06-03,2139 CASTANEDA RUN SUITE 209,SOUTH ADRIANVIEW,OH,77075,+184157231,2022-07-03,5872.08,13402.6
982283,211-43-8928,KRISTIN,JOHNSTON,1996-11-14,047 KIMBERLY LAKES SUITE 126,PAULSTAD,OH,50845,0013413656,2012-02-29,12071.27,24090.71
863487,595-63-3920,HALEY,SMITH,1962-07-20,9679 LINDA LODGE,WEST JENNIFER,OH,44943,7576615033,2017-01-23,11818.36,626.75
575782,794-87-3225,KATHLEEN,VAZQUEZ,1974-09-20,43422 FERNANDEZ FORGE,PORT MIRANDA,PA,91063,0016012339,2015-10-07,2632.09,27296.37
535872,215-25-6679,KYLE,MOSS,2000-05-07,40565 EARL KNOLL,KELLEYTON,OH,88656,0018905959,2022-01-13,4955.88,26666.37
781865,208-18-2150,RENEE,BLACK,1952-09-17,8836 RICKY MALL APT. 636,POWERSFORT,PA,09213,775.629.69,2011-11-30,5615.58,32735.12
805747,409-59-8905,DANA,DAVIS,1948-12-29,77050 MORGAN JUNCTION APT. 562,KENNETHSIDE,WV,11032,+138856789,2011-07-12,14171.34,8412.21
430386,128-56-6033,SAMANTHA,MASSEY,1945-01-30,13498 LEWIS SUMMIT,NEW ELIZABETH,OH,10352,5048624786,2018-02-12,4408.58,31872.61
429127,373-41-3947,ASHLEY,ALLEN,1961-04-02,6843 MARY SUMMIT APT. 954,HARTVILLE,PA,64356,630.879.09,2019-07-19,3151.4,14718.25
171594,839-85-9469,NATHAN,DAVIS,1942-04-16,2576 CASEY STREAM APT. 280,SHAWNSHIRE,PA,92641,7509004441,2010-12-03,9579.93,32908.86
510384,698-67-2638,DANIEL,FLORES,1978-03-27,053 JOHNSON SUMMIT,LAKE TIMOTHY,WV,51936,0015079203,2017-09-25,13584.94,16828.57
495108,381-30-8396,SANDRA,WALLS,1965-12-22,24148 MOORE RUN APT. 775,ONEILLPORT,PA,57807,6854785645,2018-09-01,9238.41,20568.82
426961,662-93-7412,DAVID,DELGADO,1985-01-17,65228 HESTER FORDS SUITE 118,CASTILLOFURT,WV,32027,9143487774,2023-05-21,11059.32,5354.83
376357,144-55-5745,WHITNEY,FINLEY,1951-10-09,606 KIM STATION SUITE 205,LAKE LORIMOUTH,OH,62192,+184672216,2022-03-05,6239.94,29866.58
161337,612-96-1411,MICHAEL,MILLER,1943-12-04,382 HANSON PLACE,GUERREROCHESTER,WV,41779,5468601705,2016-02-20,1947.19,38553.85
489342,341-31-7253,MICHELLE,WHITE,1960-07-21,6552 HIGGINS POINTS,CHURCHBOROUGH,WV,42072,3683320227,2012-09-28,9234.38,32323.1
994738,495-12-1654,JULIE,BURKE,1943-02-04,5557 WRIGHT SPUR APT. 282,NEW CARLOS,OH,17198,+121863669,2013-09-09,7382.27,48132.56
839214,466-25-9961,BECKY,HARRINGTON,2000-04-15,6271 STEVEN ROAD APT. 446,MICHAELSIDE,WV,81042,0018094066,2018-02-15,9370.45,18400.88
193305,525-90-2761,AMANDA,KNIGHT,1977-03-23,4463 DOUGLAS PINES,LAURATON,WV,76420,3743939098,2015-09-18,946.78,19183.53
521225,104-23-3015,COLE,TAYLOR,1986-02-27,36840 ROBERTS COVES SUITE 523,SMITHSIDE,PA,59748,575.619.00,2013-01-02,10994.37,29805.05
626675,309-85-2099,TAYLOR,SCOTT,1975-10-07,3103 JEFFERY FORT SUITE 437,BENJAMINFORT,PA,31449,6587582196,2013-09-07,3279.77,24828.71
653478,727-34-4080,RHONDA,BECKER,1999-05-21,5889 JILL EXTENSION,NORTH THOMAS,WV,16162,4126570670,2022-12-25,9533.67,6864.51
534983,237-30-7366,TAYLOR,VALDEZ,2005-02-17,31568 CLARK SPRING,EAST KENNETHFURT,WV,39255,2965394684,2017-09-27,2261.89,15840.93
565841,171-51-5178,NICHOLAS,MALDONADO,1986-11-10,0271 PAUL FERRY APT. 023,OLSENHAVEN,PA,72243,8737664970,2019-01-16,5876.3,3848.9
491758,670-43-3704,RICHARD,MCCOY,1957-10-03,6239 KRAMER EXTENSIONS,NORTH MICHELLEHAVEN,PA,62313,7005082220,2014-02-13,1956.31,2387.1
904328,829-69-2983,JENNIFER,REYES,1991-09-15,6617 MARY BRIDGE,WEST THEODORESIDE,OH,24271,8757991173,2021-07-05,2250.72,33276.13
351687,540-41-9061,MICHAEL,LOVE,1992-07-22,3160 MARIA KEYS,EAST HALEYMOUTH,OH,02547,8326705241,2016-07-17,4806.43,43076.08
764815,853-21-1509,CYNTHIA,KELLER,1987-12-27,142 SMITH AVE APT. 137,JAMESHAVEN,PA,36050,510.973.82,2021-07-20,5537.25,27227.93
708471,542-53-9303,MONICA,CLARK,1955-08-06,15417 SULLIVAN MOUNTAIN SUITE 610,NORTH ANDREWSTAD,OH,78941,5185624793,2011-06-09,3316.42,2590.57
421394,475-72-5933,RALPH,CHAPMAN,1985-07-02,55580 WESLEY LAND,BARTONMOUTH,OH,43557,2316838237,2012-03-05,10375.76,33272.55
444456,642-46-1231,JAMES,WEAVER,1956-03-22,418 THOMPSON FORK APT. 645,WILLIAMSFORT,WV,59325,837.201.06,2013-05-09,4464.93,8501.47
622426,801-88-5484,BECKY,MILLER,1942-03-08,2775 SWEENEY STREAM,SOUTH HEATHERPORT,OH,15682,469.360.95,2015-02-27,9487.11,6836.0
386882,639-95-9869,MICHAEL,LAMB,1941-02-11,3363 SUSAN PRAIRIE APT. 896,NEW GINAVILLE,PA,86912,456.286.34,2023-12-17,5590.69,34717.62
752845,655-84-5340,ASHLEY,HERNANDEZ,1992-03-17,03580 RICHARDSON ROAD,WEST JULIE,OH,81386,5083853488,2023-04-13,14152.09,35661.52
113448,646-18-8140,LISA,RAMOS,1992-11-12,79328 SHEILA CORNERS SUITE 717,WADEVILLE,OH,01387,940.620.73,2019-12-30,10326.31,10033.06
946053,875-75-2262,CARL,NELSON,1975-07-13,00133 MARTHA SPUR,LAKE DAVID,PA,72269,0013047011,2024-09-05,10734.11,21125.02
373288,869-52-9186,JOSEPH,WRIGHT,1970-01-29,5618 SIMMONS PORTS APT. 583,SOUTH SHERRY,OH,81901,0012745709,2016-03-26,13039.56,40065.44
118243,749-23-6113,ROBERT,KNIGHT,1975-12-15,126 JENKINS RIDGES APT. 699,LAKE JENNIFER,WV,60475,908.966.57,2017-10-31,8883.62,22099.35
129831,402-35-6435,HEATHER,SPARKS,1982-03-17,75068 JAMES ST,PORT THOMAS,PA,29858,0018347741,2022-11-18,14513.2,5447.79
134387,230-36-1424,REBECCA,RICHARDSON,1996-09-20,521 COOLEY FORDS,NORTH JOHN,OH,00898,+175877892,2011-06-04,12820.9,37556.84
133507,372-73-1724,ALEXANDRA,LEWIS,1994-12-17,9919 ROBERT FIELD,WEST JOYCEBURY,OH,40682,3913974708,2019-09-28,10062.16,10136.78
701946,804-53-6959,CRYSTAL,POOLE,1965-03-28,65094 ROBERT DIVIDE SUITE 724,NEW CATHERINEBURGH,WV,73854,+137091321,2021-05-01,7133.88,4898.57
122799,262-45-4035,ASHLEY,GEORGE,1988-04-23,1898 EDWARD COMMON,NORTH VICTORIA,PA,76866,+136095034,2016-01-22,5810.58,43935.55
251837,291-41-2228,MARK,DRAKE,1952-01-22,55916 REESE CORNERS,DIANAFURT,OH,25848,8367338648,2013-09-22,13721.31,17390.39
964428,818-24-9723,HARRY,LARA,1997-03-16,91653 GREEN BROOKS,CURTISCHESTER,PA,82462,0018776813,2024-05-10,4880.68,36869.93
384982,387-85-3123,ASHLEY,BARNETT,1952-12-11,184 STACEY LANE APT. 929,DANAFURT,OH,48209,3324710049,2025-04-14,13049.42,48992.05
978071,337-47-4622,JOE,BLACK,1991-01-10,981 DEBORAH LAKE,NEW CODYFURT,OH,28192,492.836.25,2023-07-16,1749.88,4326.89
781364,788-94-1213,CATHY,ERICKSON,2006-02-20,83006 MONICA TRACE,NEW JASONBURGH,WV,35661,2169791776,2014-02-25,10607.5,9830.48
256780,118-99-7381,SONYA,WARNER,1978-01-05,353 REBECCA GATEWAY,RYANSIDE,OH,60847,0013248504,2011-10-04,1283.01,12372.46
138192,342-86-6347,DEBRA,ROBERTS,1965-11-08,63629 SMITH PIKE,CASTANEDAPORT,PA,84892,0019735223,2015-09-14,3142.97,3857.33
558966,659-54-8637,DALTON,PETERSON,1948-11-13,475 JOSHUA MOUNTAIN SUITE 176,JASONVIEW,PA,10719,7575940652,2015-01-29,6701.53,1429.04
663535,121-81-4653,JOSEPH,MEDINA,1955-05-14,99550 WEBB VALLEYS SUITE 728,LAKE MARCOMOUTH,OH,04117,3626501622,2018-05-14,4003.5,49568.2
552861,325-52-2541,BREANNA,ANDERSON,1947-07-24,305 DUNN STREAM,PORT TINATON,OH,67179,4072809882,2020-04-18,14862.35,5771.6
942851,825-40-1384,LAURIE,HILL,1949-05-26,479 JASON STREAM APT. 792,EAST LESLIETOWN,OH,02527,+172267982,2013-04-08,5003.29,34527.42
866487,126-63-7487,GEORGE,WILLIAMS,1939-11-24,0037 TRAVIS TURNPIKE SUITE 068,EDDIEFURT,OH,02270,488.895.92,2019-05-07,10787.95,20564.38
208092,224-71-1140,JENNIFER,LEVY,1959-04-19,17159 JIMMY HILL SUITE 372,CHRISTINATOWN,OH,99439,5256996848,2020-11-28,13194.13,3237.96
442847,744-38-4730,AMBER,GUERRERO,1982-05-07,4295 PRATT COMMON,SCOTTFORT,WV,07266,5718910353,2019-12-24,11181.9,18288.43
751283,414-91-1393,THEODORE,HARRIS,1940-05-05,155 FISHER VIADUCT APT. 438,BROWNVILLE,PA,08928,4428118895,2013-09-03,10439.41,23290.02
381037,583-17-8492,PHILLIP,PRICE,1960-05-13,3137 JOHNSON TRACK,LAKE CHRISTOPHERSIDE,PA,08115,6105638224,2022-12-10,851.98,39113.41
403932,661-98-2413,LEON,WADE,1980-12-05,978 TREVINO CIRCLES,GEORGESTAD,WV,37856,669.580.34,2011-05-03,1366.9,10292.57
145667,366-30-5895,BRANDON,JOHNS,1941-11-14,9569 CARRIE SQUARES,EAST SARAH,OH,25492,5672926640,2022-11-16,9240.13,12845.8
192034,875-30-2924,ASHLEY,RIOS,1968-11-16,106 RODRIGUEZ PORTS,SOUTH CLAIRESTAD,WV,13339,9596208653,2019-07-04,1486.35,1154.66
793544,737-78-1096,CHRISTOPHER,DIAZ,1996-11-12,5493 SELLERS PASS APT. 268,NORTH TAYLORSIDE,WV,49770,0013329019,2015-07-02,11004.91,12068.66
663511,702-46-1039,SAMANTHA,STEPHENS,1945-05-13,77615 AMY MISSION,LARRYVIEW,OH,51492,360.404.25,2022-07-23,9153.71,42316.14
701198,175-13-6346,SCOTT,BECK,1993-11-29,614 TARA CLIFF,ANTHONYSHIRE,WV,03314,9445496252,2016-08-18,1760.33,17069.95
256217,183-68-8388,MICHAEL,HERNANDEZ,1957-01-20,03157 SMITH KEY APT. 124,KATHERINEFORT,WV,57866,+123633509,2016-10-27,10270.09,29906.3
412266,363-12-1635,JAMIE,VELEZ,1983-07-14,60177 MICHELE JUNCTIONS SUITE 813,PORT TARA,WV,13423,554.527.01,2013-01-31,5604.3,9550.43
373659,565-50-4757,MICHELLE,SUTTON,1942-07-11,4071 ROBINSON CREEK APT. 564,WEST MELISSA,PA,23793,0014873531,2016-01-20,7088.68,39096.89
628667,751-80-2430,ABIGAIL,WALTON,1965-04-24,930 WANDA ESTATES,SOUTH KATHERINESIDE,OH,93944,707.301.82,2013-07-09,4432.12,38452.26
379122,628-42-6873,ALEXIS,CURTIS,1971-07-01,445 ANDRADE MEWS,REILLYFURT,PA,20232,7369711712,2015-10-06,2098.22,27408.45
502004,813-27-1101,MICHELLE,MONTGOMERY,2003-10-24,02242 JERRY MISSION,SOUTH VICTORIAPORT,PA,30384,335.319.99,2013-01-07,8200.58,44097.46
644246,183-11-5832,KAREN,SMITH,1993-07-21,067 MCCOY CROSSROAD,LAKE STEPHANIEVILLE,WV,95881,0012177310,2015-09-14,937.7,6409.86
441726,227-43-7127,PAUL,BUTLER,1994-09-22,03895 THOMAS ROADS APT. 278,PORT ASHLEY,PA,24442,0019908253,2015-04-24,2976.0,8335.15
136071,172-63-4041,JASON,GOMEZ,1980-02-17,914 YOUNG CLIFFS,PORT DIANA,PA,39225,3344749116,2020-10-12,13875.88,35399.44
638119,847-80-1136,CYNTHIA,YATES,1958-07-12,485 OSBORNE TURNPIKE SUITE 451,GREGORYSTAD,PA,61248,3995142607,2024-02-24,11264.93,45300.17
708669,862-90-5196,DAVID,POWELL,1958-09-29,23955 RICHARDSON ROUTE APT. 591,SOUTH GERALD,WV,01876,8778309780,2019-01-16,10621.55,8827.21
116171,191-10-6489,LISA,MILLER,1984-06-05,289 WILLIAM STRAVE,LAKE LUKE,PA,58488,298.848.55,2016-10-24,13562.85,28650.41
640242,535-69-2394,STEVEN,SHAW,1966-06-22,17627 KYLE VIADUCT APT. 445,ONEILLSTAD,WV,11417,0015495975,2011-12-08,11273.25,4227.27
158004,698-98-5699,DIANA,TAYLOR,2001-04-22,131 TERESA KNOLLS APT. 089,NORTH WENDY,OH,92435,8229024176,2016-08-26,7936.54,14880.77
576143,421-55-5197,ALYSSA,HORTON,1950-05-26,6740 ELIZABETH RAPID,FREEMANMOUTH,WV,91045,7967259590,2014-05-20,3395.1,20307.32
791259,228-34-9064,WENDY,REYNOLDS,1957-03-03,370 ALVAREZ ISLE SUITE 440,LAKE CHRISTOPHER,WV,68005,2217194572,2016-07-18,1978.71,25699.15
584454,469-85-3339,TANYA,FITZGERALD,1983-09-19,5026 LINDSEY BRIDGE SUITE 836,SOUTH ERIKSIDE,OH,66416,2993392886,2013-04-18,13903.82,33733.13
401547,313-50-2755,MAXWELL,FRIEDMAN,1989-07-10,2361 PARRISH TRACK,SOUTH MARIABURY,PA,86039,607.227.42,2024-03-29,8883.13,30768.55
322677,623-83-5873,THOMAS,HOFFMAN,1997-01-15,8591 BARTON BURG,MICHELLEBURGH,OH,39286,+137864041,2017-07-16,10292.11,23106.65
806831,779-20-8106,LISA,MALONE,1997-03-13,6992 BRITTANY RUE,SOUTH CRYSTAL,PA,76826,8165884047,2015-03-30,12195.52,14590.94
261249,117-10-4157,KIM,CARLSON,1960-04-26,928 TAYLOR LIGHT SUITE 741,ROGERSMOUTH,WV,37191,3673856371,2022-10-04,552.45,22268.9
373880,476-49-8147,VICKI,TAYLOR,1944-05-31,68747 LEONARD ROUTE APT. 432,CHRISTOPHERVILLE,WV,11233,6283831491,2022-09-11,13903.3,14309.0
209547,301-63-9753,DEBORAH,BURNETT,1971-05-19,7961 MERCADO FIELD,EAST JOANNEBURGH,OH,34258,7829470807,2015-07-19,920.8,22725.3
609674,398-82-6246,GREGORY,COLLINS,1970-12-31,9154 SULLIVAN REST,PORT AARON,PA,92121,2978223187,2014-09-29,1775.13,24456.92
304217,310-76-2413,JERRY,GONZALES,1964-01-25,290 STEPHANIE STRAVE,PEDROHAVEN,PA,06519,8844402783,2019-11-12,7364.63,49010.88
247701,517-14-7173,KENNETH,COHEN,1985-09-25,9044 NGUYEN KEY APT. 792,SHANNONTOWN,OH,57031,4829382000,2012-09-05,11383.98,25039.63
243059,597-76-2752,JOSEPH,EDWARDS,1960-11-29,222 DAVID PASSAGE,SOUTH CINDYBOROUGH,PA,42476,+163262327,2023-05-05,6575.78,8909.28
937077,773-93-4146,ZACHARY,HAWKINS,2003-02-11,8994 VICKI EXPRESSWAY,LAKE STEPHANIE,PA,17134,9843661999,2016-08-05,4551.65,48169.23
928922,264-17-4139,DWAYNE,MOON,1947-02-20,5214 STANLEY VIEWS,JONATHANBERG,WV,20729,900.548.99,2020-04-24,9773.15,11450.84
511722,347-60-1773,ALICIA,LOGAN,1969-05-17,20060 AARON MOTORWAY SUITE 366,HODGESHAVEN,WV,47127,0015877715,2025-02-03,7290.54,11522.14
341302,160-89-4877,JACK,FERGUSON,2002-11-07,056 SHELTON MOUNT SUITE 192,CROSBYHAVEN,WV,16203,7074962480,2015-07-06,8184.45,26569.15
913145,151-66-8623,DARRELL,COLE,1956-04-14,01701 SEAN ROUTE SUITE 567,BRENNANFORT,PA,32980,2109674449,2018-05-21,7546.21,18786.21
316926,639-16-3536,MEGAN,DAWSON,1943-02-25,49230 ANN FORK,DAVIDSIDE,PA,63391,2555039303,2021-08-18,14420.94,4707.63
471586,892-75-3009,DANIEL,HUYNH,1978-06-08,8881 MILES PORT,PEREZBURGH,WV,84668,0015278809,2016-11-20,8441.33,28615.15
